,ID,Popularity,Duration
幸福摩天輪,0AJi3XCcEEboePVz60fbki,44.0,257920.0
醉梦前尘,2D16XoL2mqc6pegiZOaJY7,38.0,271642.0
尚好的青春,6b1JygyDtjWlX7o8vC8mfj,41.0,265008.0
月亮惹的禍,6ZQ9ROGZW0C92rJN2aJcls,42.0,262466.0
終於了解自由,2I2HOtNA0wk5UvFcg2BzCy,47.0,316933.0
這麼近(那麼遠),0J7ryYVVpsmfkCyoOMIoqK,43.0,375733.0
夏夜晚風,6rUx6SOB0ZG4UEClqK6W6L,43.0,214160.0
遙遠的她,5IxnaXzC0AoX5tSiVwvUgu,40.0,262320.0
Drowning,1XXvo0XLQqEnIb0fjEr0C8,51.0,156747.0
知足,6oilrypHWm0iylwgX6ujQc,43.0,256626.0
最後一次心碎,0Mn3gzrUf0ubQ64XhsL9mY,39.0,168944.0
牛仔很忙,0krkOwHreUD3dmXNti1PUa,40.0,166186.0
爱上你,4hcNpo1rtbzyNswsM5byTf,41.0,241040.0
让浪漫作主,4AJWlnFYUgSi153Sb52u3X,50.0,250898.0
我也很想他,1vRWBwDWDbuyzTSBHLQkq4,44.0,257200.0
約定,1T2ysHWyCCSVrK5uWwSind,48.0,260399.0
咖啡 (LH x KW),1qC4WWHjOBmldotqL15dnD,40.0,194683.0
陌生人,3hKbA5OnjR4wBxwmpjte8h,47.0,234120.0
與海無關 (《比悲傷更悲傷的故事》影集版插曲),4HMsQy6myJNy1GoCLsIDDR,48.0,245231.0
趁早,5HWiTu6zgcALuSgdqTZRJm,46.0,324598.0
不分手的恋爱,6HAvpiHPdERcboPrkexhIX,39.0,205659.0
鐵血丹心 (無線電視劇[射鵰英雄傳之鐵血丹心]主題曲),3QjrMx3hu63p2uVyMiRujw,36.0,174640.0
你快樂所以我快樂,31kKBUeeCGuMt9fPxDybde,39.0,258426.0
其實都沒有,5lo0Wvjeg14DRNGZ7d2D1p,44.0,231506.0
愛上一個不回家的人,5yIoL0La1bMBeI659ZHwcV,42.0,299826.0
溫蒂公主的侍衛 (三立/台視戲劇《天巡者》插曲),1Saksni0PtBv329gWAnU1F,45.0,257851.0
Super Star,1vMqI4JCpK79qjKcszunq8,39.0,196466.0
我愛他,2qOitAAyMgHOs0cMilqf8k,48.0,282400.0
恭喜發財 - 國,7KkWs6lt3RoWULV0BbMxpM,39.0,202613.0
選擇,1YAeDTjP7ps6b6BHvOZqlR,44.0,277173.0
一個人想著一個人,3n3zzFH7zzO0gJNaw4RKSm,50.0,243666.0
我知道你很難過,3Wuplaz7OX7p17wjempzj9,49.0,264760.0
成全 - Live,7oRpNoAsvWrBM69Vv2vK0x,39.0,309801.0
都怪我,05nJXep7Yxv52WN89iIoNJ,47.0,305063.0
人啊人,2ERu3HUeXXkP0r4MZ0Cs1x,45.0,297952.0
Without You - Acoustic Version,3dGkfiu2IKSWZRfmBoUxvV,49.0,204155.0
信仰,63N9xY1AFSk48NxUDbtkJF,41.0,252814.0
你要的愛 - 心動版,1TyCWL2O5xJqiiFT7UN7SZ,50.0,235743.0
愛你沒差,0N8PEQ33Ba841py3SEV0Wp,42.0,280720.0
鬼,7FckV3hFjBpBmMOh30jIzF,42.0,160160.0
我相信,5Vno9JgXecYMq0HeCiuDos,47.0,247466.0
魚仔 - 電視劇<花甲男孩轉大人>主題曲,2sb6AZQLeoD3VgA4zglQB6,47.0,280954.0
雙截棍,666P7s4zrxYyQZYmFvebPc,41.0,201013.0
想你的夜 (未眠版),5hDVVxJefgZfcGqhuy0Gtt,47.0,284679.0
盛夏的果實,6UPb3G5ewJAoXtV4GfNeAE,39.0,251160.0
殘酷月光,1MvXTIyg7RsWkCPMTfEQcG,37.0,269400.0
最好是,7s5bBky7QncZeb8XmceSOH,39.0,272771.0
愛了很久的朋友(電影「後來的我們」插曲),2CTAAr1Hd21pEvyjxUHHGC,43.0,268507.0
如果能幸福 - HBO Asia原創影集《戒指流浪記》片尾曲,0TVrlU8El0K6U1pC2LOt09,49.0,259588.0
黑暗騎士 (feat. 五月天),4qfB0dsOkbGtUu5orIfocF,41.0,304373.0
遺失的美好,3kcnCi8MfkMqFKeznqEEOE,46.0,261933.0
