,ID,Popularity,Duration
You Know It,169pWCmfvVazzcL4EXFPgL,60.0,182266.0
Dreaming of You,4mYjDXwOUL8sxWepdrnE6U,57.0,322218.0
Paper Bag,0IVkP59yJ9GFF6B7IrvrxA,61.0,219266.0
So Good At Being in Trouble,2lwi35A2ym3FAmSlvOGnQp,63.0,230146.0
erase me,4R2DDseYW2tsmMhvdQQ2Po,60.0,214468.0
Pretty Girl - Cheat Codes X CADE Remix,1NDxZ7cFAo481dtYWdrUnR,65.0,193613.0
You're Somebody Else,6iWEhoALoBFnQMNVhYY0Sc,64.0,219013.0
Lights - Single Version,7gUpO6td4OOnu0Lf9vhcIV,57.0,211800.0
Yards / Gardens,3PphHkiVdhRaO1EWH6ZWqZ,59.0,141743.0
sex,26ZX2JrAb8AFbr8FFfAsO7,61.0,218808.0
Sober to Death,6kOHjAOLz9IvUiRGf72Kec,59.0,304427.0
Another Story,34N4miRYCGQwmQEXoCiuuL,57.0,274200.0
Burn,0xMd5bcWTbyXS7wPrBtZA6,58.0,231211.0
Cool with You,5wv2XK6ms7KBBVDD1cOwlx,58.0,375656.0
Anything You Want,78LMazmfqncADjyJVae8dN,60.0,123556.0
Anna Sun,3e0yTP5trHBBVvV32jwXqF,59.0,321280.0
Nicotine Dream,0bJs66Q7uwNby1vPt8HM2E,58.0,175304.0
West Coast,2nvZv4qatgsDIbEqqbQLUT,59.0,210106.0
Wherever You Go,2gNvrbywamPJShUrg9u0YL,56.0,206624.0
Straightjacket,51LIqkda3pTeECZUhMnool,58.0,206533.0
Neon Stars,2hocBXb0VzbeX2ttM2Ngeg,59.0,161026.0
Nightmares,2f2hbFjim051DVx0o8o4rU,63.0,144000.0
Keep On Loving You,6dYcUcj1TyZZES5ivtjLdk,57.0,233000.0
I Lost a Friend,5v1sPD1lu2wiPzi07tW8zm,63.0,237020.0
Don't Let Me Go,0dBQm6NsxCQ1cOwR4zWw89,59.0,262560.0
Concrete,511nAWwck8asPjql96eM2Y,61.0,196280.0
Want Want,1dSTDwgJBmHw3RaiM9h2ah,58.0,188520.0
Chinese Satellite,1scaOnahzG7o8pfwfsL784,60.0,217070.0
Complete Intro (Until It's Done),0P7Y6z5DZ3rFn4ccTm9xD2,62.0,76300.0
Body Better,6pn5dBDetgg4rojbzIxH7v,65.0,189493.0
Upside Down,0vLUcf0D21qANv4C2ES7Ay,62.0,114500.0
Paul,4AA4xt0NvJCUaJYh9SoZ1y,60.0,183894.0
this is what falling out of love feels like,7ptNB6qKNJDEL8wrG0BuLq,60.0,141163.0
wtf,3OYSWIgKXiwjutuQ4NEk1b,61.0,72187.0
Brother (feat. Gavin DeGraw),62M9yafZsSRzlsphzeJPGo,59.0,208205.0
i saw you in a dream,0ltmioOsLQsL0OFgcPbdVi,56.0,200304.0
Cold War,6DwiGVCgXGREeCyJZtX7S1,58.0,202597.0
Casual,1UTGAopFU1g7qoxTE8sE3D,56.0,232796.0
When I Get There,7nYClzzNY6f3EcfeDFNqhS,59.0,220000.0
Frankenstein,1xSmjB0t19q4CSJ0X0ymGB,59.0,202248.0
Acolyte,2h0O3uXZW6ClktlgHWGpjy,58.0,316468.0
Crack Baby,0I0MPzbmzsjpttpkqWgNyx,60.0,292031.0
"Cheesin’ (with Cautious Clay, Remi Wolf, Still Woozy, Sophie Meiers, Claud, Melanie Faye, & HXNS)",6lIRYe72fn1pf7TNqfI0ul,55.0,138000.0
Dark Days,7LZN7FkxHZk6maiN6NdI2i,56.0,180413.0
dumb dumb,7pq7gsLHiMhkF4RSN9RtWT,58.0,125256.0
Haven (from Life Is Strange),0bndF6tTweNXPjwpPL7Slt,65.0,172500.0
lonely bitch,6IaOyzYlT5809ASyUKzDPq,65.0,175997.0
D'Evils,0wY9rA9fJkuESyYm9uzVK5,62.0,171818.0
